div_epoch,div_step,epoch,mean_l1_norm_epoch,mean_l1_norm_step,step,train_acc_epoch,train_acc_step,train_actual_label_0,train_actual_label_1,train_actual_label_2,train_actual_label_3,train_actual_label_4,train_loss_epoch,train_loss_step_epoch,train_loss_step_step,train_pred_label_0,train_pred_label_1,train_pred_label_2,train_pred_label_3,train_pred_label_4,training_loss_epoch,training_loss_step,val_acc,val_actual_label_0,val_actual_label_1,val_actual_label_2,val_actual_label_3,val_loss,val_pred_label_0,val_pred_label_1,val_pred_label_2,val_pred_label_3
-2.55234694480896,,21,76.52397155761719,,21,0.7692307829856873,,,,,,,6.589788913726807,6.538788795471191,,,,,,,6.589789390563965,,,,,,,,,,,
,-2.552100658416748,22,,76.50830078125,22,,0.7692307829856873,0.0,0.0,0.0,0.0,1.0,,,6.359991073608398,1.0,0.0,0.0,0.0,0.0,,6.4109787940979,,,,,,,,,,
-2.552100658416748,,22,76.50830078125,,22,0.7692307829856873,,,,,,,6.4109787940979,6.359991073608398,,,,,,,6.410979270935059,,,,,,,,,,,
,-2.5518126487731934,23,,76.436279296875,23,,0.8461538553237915,1.0,0.0,0.0,1.0,0.0,,,6.239339351654053,1.0,0.0,0.0,1.0,0.0,,6.290257930755615,,,,,,,,,,
-2.5518126487731934,,23,76.436279296875,,23,0.8461538553237915,,,,,,,6.290257930755615,6.239339351654053,,,,,,,6.290257930755615,,,,,,,,,,,
,-2.5515339374542236,24,,76.54144287109375,24,,0.8461538553237915,1.0,0.0,1.0,1.0,0.0,,,6.183404922485352,0.0,0.0,1.0,1.0,0.0,,6.23443078994751,,,,,,,,,,
,,24,,,24,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,23.12298583984375,0.0,0.0,1.0,0.0
-2.5515339374542236,,24,76.54144287109375,,24,0.8461538553237915,,,,,,,6.23443078994751,6.183404922485352,,,,,,,6.23443078994751,,,,,,,,,,,
,-2.55126953125,25,,76.68074035644531,25,,0.8461538553237915,1.0,1.0,1.0,0.0,0.0,,,6.122271537780762,1.0,1.0,1.0,0.0,0.0,,6.1734395027160645,,,,,,,,,,
-2.55126953125,,25,76.68074035644531,,25,0.8461538553237915,,,,,,,6.1734395027160645,6.122271537780762,,,,,,,6.1734395027160645,,,,,,,,,,,
,-2.551016330718994,26,,76.80360412597656,26,,0.8461538553237915,0.0,0.0,0.0,0.0,1.0,,,6.052639484405518,0.0,0.0,0.0,0.0,1.0,,6.103932857513428,,,,,,,,,,
-2.551016330718994,,26,76.80360412597656,,26,0.8461538553237915,,,,,,,6.103932857513428,6.052639484405518,,,,,,,6.103932857513428,,,,,,,,,,,
,-2.5507757663726807,27,,76.90965270996094,27,,0.8461538553237915,1.0,0.0,1.0,1.0,0.0,,,5.975083351135254,1.0,0.0,1.0,1.0,0.0,,6.026484966278076,,,,,,,,,,
-2.5507757663726807,,27,76.90965270996094,,27,0.8461538553237915,,,,,,,6.026484966278076,5.975083351135254,,,,,,,6.026484966278076,,,,,,,,,,,
,-2.5505433082580566,28,,76.99945831298828,28,,0.8461538553237915,1.0,1.0,0.0,0.0,0.0,,,5.890142440795898,1.0,1.0,0.0,0.0,0.0,,5.941636562347412,,,,,,,,,,
-2.5505433082580566,,28,76.99945831298828,,28,0.8461538553237915,,,,,,,5.941636562347412,5.890142440795898,,,,,,,5.941636085510254,,,,,,,,,,,
,-2.550321102142334,29,,77.07402038574219,29,,0.8461538553237915,0.0,0.0,0.0,0.0,0.0,,,5.798337459564209,0.0,0.0,0.0,0.0,1.0,,5.849908351898193,,,,,,,,,,
,,29,,,29,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,23.43780517578125,0.0,0.0,1.0,0.0
-2.550321102142334,,29,77.07402038574219,,29,0.8461538553237915,,,,,,,5.849908351898193,5.798337459564209,,,,,,,5.849907875061035,,,,,,,,,,,
,-2.550110340118408,30,,77.13455200195312,30,,0.8461538553237915,1.0,1.0,0.0,0.0,1.0,,,5.700241565704346,1.0,1.0,0.0,0.0,1.0,,5.751874923706055,,,,,,,,,,
-2.550110340118408,,30,77.13455200195312,,30,0.8461538553237915,,,,,,,5.751874923706055,5.700241565704346,,,,,,,5.751874923706055,,,,,,,,,,,
,-2.5499095916748047,31,,77.18218994140625,31,,0.8461538553237915,1.0,0.0,0.0,0.0,1.0,,,5.596136093139648,1.0,0.0,0.0,0.0,1.0,,5.647819519042969,,,,,,,,,,
-2.549909830093384,,31,77.18218994140625,,31,0.8461538553237915,,,,,,,5.647819519042969,5.596136093139648,,,,,,,5.647819519042969,,,,,,,,,,,
,-2.5497183799743652,32,,77.21798706054688,32,,0.8461538553237915,1.0,0.0,0.0,1.0,0.0,,,5.48667049407959,1.0,0.0,1.0,1.0,0.0,,5.538391590118408,,,,,,,,,,
-2.5497183799743652,,32,77.21798706054688,,32,0.8461538553237915,,,,,,,5.538391590118408,5.48667049407959,,,,,,,5.538391590118408,,,,,,,,,,,
,-2.5495381355285645,33,,77.24296569824219,33,,0.8461538553237915,1.0,0.0,0.0,0.0,0.0,,,5.37245512008667,1.0,0.0,0.0,0.0,0.0,,5.4242024421691895,,,,,,,,,,
-2.5495381355285645,,33,77.24296569824219,,33,0.8461538553237915,,,,,,,5.4242024421691895,5.37245512008667,,,,,,,5.4242024421691895,,,,,,,,,,,
,-2.549370288848877,34,,77.25875091552734,34,,0.8461538553237915,1.0,1.0,0.0,0.0,0.0,,,5.257986068725586,1.0,1.0,0.0,0.0,0.0,,5.309751033782959,,,,,,,,,,
,,34,,,34,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,20.54766845703125,0.0,0.0,1.0,0.0
-2.549370288848877,,34,77.25875091552734,,34,0.8461538553237915,,,,,,,5.309751033782959,5.257986068725586,,,,,,,5.309751033782959,,,,,,,,,,,
,-2.549206256866455,35,,77.27326202392578,35,,0.8461538553237915,1.0,1.0,1.0,1.0,0.0,,,5.1725358963012695,1.0,1.0,1.0,0.0,0.0,,5.2243170738220215,,,,,,,,,,
-2.549206256866455,,35,77.27326202392578,,35,0.8461538553237915,,,,,,,5.2243170738220215,5.1725358963012695,,,,,,,5.2243170738220215,,,,,,,,,,,
,-2.549006700515747,36,,77.35264587402344,36,,0.7692307829856873,0.0,0.0,0.0,1.0,1.0,,,5.1032023429870605,0.0,0.0,1.0,1.0,1.0,,5.155064582824707,,,,,,,,,,
-2.549006938934326,,36,77.35264587402344,,36,0.7692307829856873,,,,,,,5.155064582824707,5.1032023429870605,,,,,,,5.155064582824707,,,,,,,,,,,
,-2.5487380027770996,37,,77.45502471923828,37,,0.8461538553237915,0.0,0.0,1.0,1.0,1.0,,,4.969518661499023,1.0,0.0,1.0,1.0,1.0,,5.021486282348633,,,,,,,,,,
-2.5487380027770996,,37,77.45502471923828,,37,0.8461538553237915,,,,,,,5.021486282348633,4.969518661499023,,,,,,,5.021486282348633,,,,,,,,,,,
,-2.548448085784912,38,,77.60709381103516,38,,0.8461538553237915,0.0,0.0,1.0,1.0,0.0,,,4.860835552215576,0.0,0.0,1.0,1.0,0.0,,4.912958145141602,,,,,,,,,,
-2.548448085784912,,38,77.60709381103516,,38,0.8461538553237915,,,,,,,4.912958145141602,4.860835552215576,,,,,,,4.912958145141602,,,,,,,,,,,
,-2.5481677055358887,39,,77.7469253540039,39,,0.8461538553237915,1.0,0.0,0.0,0.0,1.0,,,4.770485877990723,0.0,0.0,1.0,0.0,1.0,,4.822751045227051,,,,,,,,,,
,,39,,,39,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,21.76922607421875,0.0,0.0,1.0,0.0
-2.5481677055358887,,39,77.7469253540039,,39,0.8461538553237915,,,,,,,4.822751045227051,4.770485877990723,,,,,,,4.822751045227051,,,,,,,,,,,
,-2.5479092597961426,40,,77.8676528930664,40,,0.8461538553237915,0.0,1.0,1.0,1.0,1.0,,,4.676089763641357,0.0,1.0,1.0,1.0,1.0,,4.728477954864502,,,,,,,,,,
-2.5479092597961426,,40,77.8676528930664,,40,0.8461538553237915,,,,,,,4.728477954864502,4.676089763641357,,,,,,,4.728477954864502,,,,,,,,,,,
,-2.5476670265197754,41,,77.96888732910156,41,,0.8461538553237915,1.0,0.0,1.0,0.0,1.0,,,4.574858665466309,1.0,0.0,1.0,1.0,0.0,,4.6273512840271,,,,,,,,,,
-2.5476670265197754,,41,77.96888732910156,,41,0.8461538553237915,,,,,,,4.6273512840271,4.574858665466309,,,,,,,4.6273512840271,,,,,,,,,,,
,-2.547445058822632,42,,78.05203247070312,42,,0.8461538553237915,0.0,1.0,1.0,1.0,0.0,,,4.466885089874268,0.0,1.0,1.0,0.0,0.0,,4.519462585449219,,,,,,,,,,
-2.547445058822632,,42,78.05203247070312,,42,0.8461538553237915,,,,,,,4.519462585449219,4.466885089874268,,,,,,,4.519462585449219,,,,,,,,,,,
,-2.5472400188446045,43,,78.11901092529297,43,,0.8461538553237915,0.0,0.0,1.0,1.0,1.0,,,4.3529157638549805,0.0,0.0,1.0,1.0,1.0,,4.405562400817871,,,,,,,,,,
-2.5472400188446045,,43,78.11901092529297,,43,0.8461538553237915,,,,,,,4.405562400817871,4.3529157638549805,,,,,,,4.405562400817871,,,,,,,,,,,
,-2.547048568725586,44,,78.17220306396484,44,,0.8461538553237915,0.0,1.0,1.0,0.0,0.0,,,4.234931945800781,0.0,1.0,1.0,0.0,1.0,,4.287633895874023,,,,,,,,,,
,,44,,,44,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,20.55645751953125,0.0,0.0,1.0,0.0
-2.547048807144165,,44,78.17220306396484,,44,0.8461538553237915,,,,,,,4.287633895874023,4.234931945800781,,,,,,,4.287633895874023,,,,,,,,,,,
,-2.5468759536743164,45,,78.21609497070312,45,,0.8461538553237915,1.0,1.0,1.0,0.0,0.0,,,4.120621204376221,1.0,1.0,0.0,0.0,1.0,,4.173368453979492,,,,,,,,,,
-2.5468759536743164,,45,78.21609497070312,,45,0.8461538553237915,,,,,,,4.173368453979492,4.120621204376221,,,,,,,4.173368453979492,,,,,,,,,,,
,-2.546694040298462,46,,78.26850891113281,46,,0.8461538553237915,0.0,0.0,1.0,0.0,0.0,,,4.023075580596924,0.0,0.0,1.0,0.0,1.0,,4.0758771896362305,,,,,,,,,,
-2.546694040298462,,46,78.26850891113281,,46,0.8461538553237915,,,,,,,4.0758771896362305,4.023075580596924,,,,,,,4.0758771896362305,,,,,,,,,,,
,-2.546469211578369,47,,78.36398315429688,47,,0.8461538553237915,0.0,1.0,0.0,1.0,0.0,,,3.9114110469818115,0.0,0.0,1.0,1.0,0.0,,3.9643101692199707,,,,,,,,,,
-2.546469211578369,,47,78.36398315429688,,47,0.8461538553237915,,,,,,,3.9643101692199707,3.9114110469818115,,,,,,,3.9643101692199707,,,,,,,,,,,
,-2.5462048053741455,48,,78.49781036376953,48,,0.8461538553237915,0.0,0.0,1.0,0.0,0.0,,,3.7872934341430664,0.0,0.0,1.0,0.0,1.0,,3.840329170227051,,,,,,,,,,
-2.5462048053741455,,48,78.49781036376953,,48,0.8461538553237915,,,,,,,3.840329170227051,3.7872934341430664,,,,,,,3.840329170227051,,,,,,,,,,,
,-2.545941114425659,49,,78.63304138183594,49,,0.8461538553237915,1.0,0.0,0.0,0.0,1.0,,,3.6769938468933105,1.0,0.0,1.0,0.0,0.0,,3.7301673889160156,,,,,,,,,,
,,49,,,49,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,20.90380859375,0.0,0.0,1.0,0.0
-2.54594087600708,,49,78.63304138183594,,49,0.8461538553237915,,,,,,,3.7301673889160156,3.6769938468933105,,,,,,,3.7301673889160156,,,,,,,,,,,
,-2.545694351196289,50,,78.7530746459961,50,,0.8461538553237915,1.0,1.0,0.0,1.0,0.0,,,3.5681331157684326,1.0,1.0,1.0,1.0,0.0,,3.621429204940796,,,,,,,,,,
-2.54569411277771,,50,78.7530746459961,,50,0.8461538553237915,,,,,,,3.621429204940796,3.5681331157684326,,,,,,,3.621429204940796,,,,,,,,,,,
,-2.5454697608947754,51,,78.854736328125,51,,0.8461538553237915,0.0,1.0,1.0,0.0,0.0,,,3.4543631076812744,0.0,0.0,1.0,1.0,0.0,,3.507763147354126,,,,,,,,,,
-2.5454697608947754,,51,78.854736328125,,51,0.8461538553237915,,,,,,,3.507763147354126,3.4543631076812744,,,,,,,3.507763147354126,,,,,,,,,,,
,-2.5452661514282227,52,,78.93865966796875,52,,0.8461538553237915,1.0,1.0,0.0,0.0,1.0,,,3.3351848125457764,1.0,1.0,1.0,0.0,1.0,,3.3886709213256836,,,,,,,,,,
-2.5452661514282227,,52,78.93866729736328,,52,0.8461538553237915,,,,,,,3.3886709213256836,3.3351848125457764,,,,,,,3.3886709213256836,,,,,,,,,,,
,-2.545086145401001,53,,79.00767517089844,53,,0.8461538553237915,1.0,0.0,1.0,1.0,0.0,,,3.2124617099761963,1.0,0.0,1.0,0.0,0.0,,3.2660183906555176,,,,,,,,,,
-2.545086145401001,,53,79.00767517089844,,53,0.8461538553237915,,,,,,,3.2660183906555176,3.2124617099761963,,,,,,,3.2660183906555176,,,,,,,,,,,
,-2.544917106628418,54,,79.0688705444336,54,,0.8461538553237915,1.0,1.0,1.0,1.0,0.0,,,3.0923421382904053,1.0,0.0,1.0,1.0,0.0,,3.1459617614746094,,,,,,,,,,
,,54,,,54,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,19.82696533203125,0.0,0.0,1.0,0.0
-2.544917106628418,,54,79.06886291503906,,54,0.8461538553237915,,,,,,,3.1459617614746094,3.0923421382904053,,,,,,,3.1459617614746094,,,,,,,,,,,
,-2.5447423458099365,55,,79.13963317871094,55,,0.8461538553237915,0.0,0.0,0.0,1.0,0.0,,,2.9787685871124268,0.0,0.0,0.0,0.0,1.0,,3.032460927963257,,,,,,,,,,
-2.5447423458099365,,55,79.13963317871094,,55,0.8461538553237915,,,,,,,3.032460927963257,2.9787685871124268,,,,,,,3.032460927963257,,,,,,,,,,,
,-2.544534683227539,56,,79.24131774902344,56,,0.8461538553237915,1.0,1.0,1.0,0.0,0.0,,,2.8564374446868896,0.0,1.0,1.0,0.0,0.0,,2.91023325920105,,,,,,,,,,
-2.54453444480896,,56,79.24131774902344,,56,0.8461538553237915,,,,,,,2.91023325920105,2.8564374446868896,,,,,,,2.9102330207824707,,,,,,,,,,,
,-2.544297218322754,57,,79.36576843261719,57,,0.8461538553237915,1.0,0.0,0.0,0.0,1.0,,,2.7309529781341553,0.0,1.0,0.0,0.0,1.0,,2.7848756313323975,,,,,,,,,,
-2.544297218322754,,57,79.36576843261719,,57,0.8461538553237915,,,,,,,2.7848756313323975,2.7309529781341553,,,,,,,2.7848756313323975,,,,,,,,,,,
,-2.5440714359283447,58,,79.48751831054688,58,,0.8461538553237915,1.0,0.0,1.0,1.0,0.0,,,2.6124825477600098,1.0,0.0,0.0,1.0,0.0,,2.666529417037964,,,,,,,,,,
-2.5440714359283447,,58,79.48751831054688,,58,0.8461538553237915,,,,,,,2.666529417037964,2.6124825477600098,,,,,,,2.666529417037964,,,,,,,,,,,
,-2.5438718795776367,59,,79.58966827392578,59,,0.8461538553237915,0.0,0.0,0.0,1.0,1.0,,,2.4936318397521973,0.0,1.0,0.0,0.0,1.0,,2.5477826595306396,,,,,,,,,,
,,59,,,59,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,19.92437744140625,0.0,0.0,1.0,0.0
-2.5438718795776367,,59,79.58966827392578,,59,0.8461538553237915,,,,,,,2.5477826595306396,2.4936318397521973,,,,,,,2.5477826595306396,,,,,,,,,,,
,-2.5437111854553223,60,,79.66392517089844,60,,0.8461538553237915,1.0,0.0,0.0,1.0,0.0,,,2.3667707443237305,0.0,0.0,0.0,1.0,1.0,,2.4209976196289062,,,,,,,,,,
-2.5437111854553223,,60,79.66392517089844,,60,0.8461538553237915,,,,,,,2.4209976196289062,2.3667707443237305,,,,,,,2.4209976196289062,,,,,,,,,,,
,-2.5435774326324463,61,,79.72236633300781,61,,0.8461538553237915,1.0,0.0,1.0,1.0,0.0,,,2.2438130378723145,1.0,0.0,1.0,1.0,0.0,,2.2980997562408447,,,,,,,,,,
-2.5435774326324463,,61,79.72236633300781,,61,0.8461538553237915,,,,,,,2.2980997562408447,2.2438130378723145,,,,,,,2.2980997562408447,,,,,,,,,,,
,-2.5434231758117676,62,,79.8004379272461,62,,0.8461538553237915,1.0,1.0,0.0,0.0,1.0,,,2.126249074935913,1.0,1.0,0.0,0.0,0.0,,2.180615186691284,,,,,,,,,,
-2.5434231758117676,,62,79.80043029785156,,62,0.8461538553237915,,,,,,,2.180615186691284,2.126249074935913,,,,,,,2.180615186691284,,,,,,,,,,,
,-2.5432279109954834,63,,79.91575622558594,63,,0.8461538553237915,0.0,1.0,0.0,1.0,0.0,,,1.9991555213928223,1.0,1.0,0.0,1.0,0.0,,2.0536389350891113,,,,,,,,,,
-2.5432279109954834,,63,79.91575622558594,,63,0.8461538553237915,,,,,,,2.0536389350891113,1.9991555213928223,,,,,,,2.0536389350891113,,,,,,,,,,,
,-2.543043613433838,64,,80.02462768554688,64,,0.8461538553237915,0.0,1.0,0.0,0.0,0.0,,,1.8860822916030884,0.0,1.0,0.0,1.0,0.0,,1.9406764507293701,,,,,,,,,,
,,64,,,64,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,19.0657958984375,0.0,0.0,1.0,0.0
-2.543043613433838,,64,80.02462768554688,,64,0.8461538553237915,,,,,,,1.9406764507293701,1.8860822916030884,,,,,,,1.9406764507293701,,,,,,,,,,,
,-2.5429396629333496,65,,80.08216857910156,65,,0.8461538553237915,1.0,0.0,0.0,1.0,0.0,,,1.7597851753234863,1.0,0.0,0.0,1.0,1.0,,1.814437985420227,,,,,,,,,,
-2.5429396629333496,,65,80.08216857910156,,65,0.8461538553237915,,,,,,,1.814437985420227,1.7597851753234863,,,,,,,1.814437985420227,,,,,,,,,,,
,-2.5428309440612793,66,,80.14961242675781,66,,0.7692307829856873,0.0,1.0,0.0,0.0,0.0,,,1.647301197052002,0.0,1.0,0.0,0.0,1.0,,1.7020225524902344,,,,,,,,,,
-2.5428309440612793,,66,80.14961242675781,,66,0.7692307829856873,,,,,,,1.7020225524902344,1.647301197052002,,,,,,,1.7020225524902344,,,,,,,,,,,
,-2.5426647663116455,67,,80.26435852050781,67,,0.8461538553237915,1.0,1.0,0.0,0.0,1.0,,,1.5257775783538818,1.0,1.0,0.0,0.0,1.0,,1.5806152820587158,,,,,,,,,,
-2.5426647663116455,,67,80.26435852050781,,67,0.8461538553237915,,,,,,,1.5806152820587158,1.5257775783538818,,,,,,,1.5806152820587158,,,,,,,,,,,
,-2.542555809020996,68,,80.3440933227539,68,,0.8461538553237915,1.0,0.0,0.0,0.0,1.0,,,1.4077919721603394,0.0,0.0,0.0,1.0,1.0,,1.4627104997634888,,,,,,,,,,
