div_epoch,div_step,epoch,mean_l1_norm_epoch,mean_l1_norm_step,step,train_acc_epoch,train_acc_step,train_actual_label_0,train_actual_label_1,train_actual_label_2,train_actual_label_3,train_actual_label_4,train_loss_epoch,train_loss_step_epoch,train_loss_step_step,train_pred_label_0,train_pred_label_1,train_pred_label_2,train_pred_label_3,train_pred_label_4,training_loss_epoch,training_loss_step,val_acc,val_actual_label_0,val_actual_label_1,val_actual_label_2,val_actual_label_3,val_loss,val_pred_label_0,val_pred_label_1,val_pred_label_2,val_pred_label_3
-2.5507798194885254,,27,76.9308853149414,,27,0.8461538553237915,,,,,,,5.97355318069458,5.97355318069458,,,,,,,5.97355318069458,,,,,,,,,,,
,-2.5505480766296387,28,,77.02201080322266,28,,0.8461538553237915,1.0,1.0,0.0,0.0,0.0,,,5.8885650634765625,1.0,1.0,0.0,0.0,0.0,,5.8885650634765625,,,,,,,,,,
-2.5505480766296387,,28,77.02201080322266,,28,0.8461538553237915,,,,,,,5.8885650634765625,5.8885650634765625,,,,,,,5.8885650634765625,,,,,,,,,,,
,-2.5503268241882324,29,,77.09797668457031,29,,0.8461538553237915,0.0,0.0,0.0,0.0,0.0,,,5.796750545501709,0.0,0.0,0.0,0.0,1.0,,5.796750545501709,,,,,,,,,,
,,29,,,29,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,23.43963623046875,0.0,0.0,1.0,0.0
-2.5503268241882324,,29,77.09797668457031,,29,0.8461538553237915,,,,,,,5.796750545501709,5.796750545501709,,,,,,,5.796750545501709,,,,,,,,,,,
,-2.550114631652832,30,,77.16000366210938,30,,0.8461538553237915,1.0,1.0,0.0,0.0,1.0,,,5.69856071472168,1.0,1.0,0.0,0.0,1.0,,5.69856071472168,,,,,,,,,,
-2.550114631652832,,30,77.16000366210938,,30,0.8461538553237915,,,,,,,5.69856071472168,5.69856071472168,,,,,,,5.69856071472168,,,,,,,,,,,
,-2.5499138832092285,31,,77.20923614501953,31,,0.8461538553237915,1.0,0.0,0.0,0.0,1.0,,,5.5944743156433105,1.0,0.0,0.0,0.0,1.0,,5.5944743156433105,,,,,,,,,,
-2.5499138832092285,,31,77.20923614501953,,31,0.8461538553237915,,,,,,,5.5944743156433105,5.5944743156433105,,,,,,,5.5944743156433105,,,,,,,,,,,
,-2.5497236251831055,32,,77.2466812133789,32,,0.8461538553237915,1.0,0.0,0.0,1.0,0.0,,,5.484921932220459,1.0,0.0,1.0,1.0,0.0,,5.484921932220459,,,,,,,,,,
-2.5497236251831055,,32,77.2466812133789,,32,0.8461538553237915,,,,,,,5.484921932220459,5.484921932220459,,,,,,,5.484921932220459,,,,,,,,,,,
,-2.549544334411621,33,,77.27338409423828,33,,0.8461538553237915,1.0,0.0,0.0,0.0,0.0,,,5.370769023895264,1.0,0.0,0.0,0.0,0.0,,5.370769023895264,,,,,,,,,,
-2.549544334411621,,33,77.27338409423828,,33,0.8461538553237915,,,,,,,5.370769023895264,5.370769023895264,,,,,,,5.370769023895264,,,,,,,,,,,
,-2.549377679824829,34,,77.29093170166016,34,,0.8461538553237915,1.0,1.0,0.0,0.0,0.0,,,5.256158828735352,1.0,1.0,0.0,0.0,0.0,,5.256158828735352,,,,,,,,,,
,,34,,,34,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,20.55975341796875,0.0,0.0,1.0,0.0
-2.549377679824829,,34,77.29093170166016,,34,0.8461538553237915,,,,,,,5.256158828735352,5.256158828735352,,,,,,,5.256158828735352,,,,,,,,,,,
,-2.549211025238037,35,,77.30703735351562,35,,0.8461538553237915,1.0,1.0,1.0,1.0,0.0,,,5.169633865356445,1.0,1.0,1.0,0.0,0.0,,5.169633865356445,,,,,,,,,,
-2.549211025238037,,35,77.30703735351562,,35,0.8461538553237915,,,,,,,5.169633865356445,5.169633865356445,,,,,,,5.169633865356445,,,,,,,,,,,
,-2.549014091491699,36,,77.37327575683594,36,,0.7692307829856873,0.0,0.0,0.0,1.0,1.0,,,5.1007843017578125,0.0,0.0,1.0,1.0,1.0,,5.1007843017578125,,,,,,,,,,
-2.549014091491699,,36,77.37327575683594,,36,0.7692307829856873,,,,,,,5.1007843017578125,5.1007843017578125,,,,,,,5.1007843017578125,,,,,,,,,,,
,-2.54874849319458,37,,77.48945617675781,37,,0.8461538553237915,0.0,0.0,1.0,1.0,1.0,,,4.967597484588623,1.0,0.0,1.0,1.0,1.0,,4.967597484588623,,,,,,,,,,
-2.54874849319458,,37,77.48945617675781,,37,0.8461538553237915,,,,,,,4.967597484588623,4.967597484588623,,,,,,,4.967597484588623,,,,,,,,,,,
,-2.548457622528076,38,,77.64303588867188,38,,0.8461538553237915,0.0,0.0,1.0,1.0,0.0,,,4.858273029327393,0.0,0.0,1.0,1.0,0.0,,4.858273029327393,,,,,,,,,,
-2.548457622528076,,38,77.64303588867188,,38,0.8461538553237915,,,,,,,4.858273029327393,4.858273029327393,,,,,,,4.858273029327393,,,,,,,,,,,
,-2.548178195953369,39,,77.78410339355469,39,,0.8461538553237915,1.0,0.0,0.0,0.0,1.0,,,4.7677507400512695,0.0,0.0,1.0,0.0,1.0,,4.7677507400512695,,,,,,,,,,
,,39,,,39,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,21.768310546875,0.0,0.0,1.0,0.0
-2.548178195953369,,39,77.78410339355469,,39,0.8461538553237915,,,,,,,4.7677507400512695,4.7677507400512695,,,,,,,4.7677507400512695,,,,,,,,,,,
,-2.547916889190674,40,,77.90676879882812,40,,0.8461538553237915,0.0,1.0,1.0,1.0,1.0,,,4.67331600189209,0.0,1.0,1.0,1.0,1.0,,4.67331600189209,,,,,,,,,,
-2.547916889190674,,40,77.90676879882812,,40,0.8461538553237915,,,,,,,4.67331600189209,4.67331600189209,,,,,,,4.67331600189209,,,,,,,,,,,
,-2.547675132751465,41,,78.01001739501953,41,,0.8461538553237915,1.0,0.0,1.0,0.0,1.0,,,4.572098255157471,1.0,0.0,1.0,1.0,0.0,,4.572098255157471,,,,,,,,,,
-2.547675132751465,,41,78.01001739501953,,41,0.8461538553237915,,,,,,,4.572098255157471,4.572098255157471,,,,,,,4.572098255157471,,,,,,,,,,,
,-2.5474534034729004,42,,78.09523010253906,42,,0.8461538553237915,0.0,1.0,1.0,1.0,0.0,,,4.4641194343566895,0.0,1.0,1.0,0.0,0.0,,4.4641194343566895,,,,,,,,,,
-2.5474534034729004,,42,78.09523010253906,,42,0.8461538553237915,,,,,,,4.4641194343566895,4.4641194343566895,,,,,,,4.4641194343566895,,,,,,,,,,,
,-2.547248363494873,43,,78.1640396118164,43,,0.8461538553237915,0.0,0.0,1.0,1.0,1.0,,,4.350189208984375,0.0,0.0,1.0,1.0,1.0,,4.350189208984375,,,,,,,,,,
-2.547248363494873,,43,78.1640396118164,,43,0.8461538553237915,,,,,,,4.350189208984375,4.350189208984375,,,,,,,4.350189208984375,,,,,,,,,,,
,-2.5470590591430664,44,,78.21875762939453,44,,0.8461538553237915,0.0,1.0,1.0,0.0,0.0,,,4.232072830200195,0.0,1.0,1.0,0.0,1.0,,4.232072830200195,,,,,,,,,,
,,44,,,44,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,20.572509765625,0.0,0.0,1.0,0.0
-2.5470590591430664,,44,78.21875762939453,,44,0.8461538553237915,,,,,,,4.232072830200195,4.232072830200195,,,,,,,4.232072830200195,,,,,,,,,,,
,-2.5468831062316895,45,,78.26459503173828,45,,0.8461538553237915,1.0,1.0,1.0,0.0,0.0,,,4.117347717285156,1.0,1.0,0.0,0.0,1.0,,4.117347717285156,,,,,,,,,,
-2.5468831062316895,,45,78.26459503173828,,45,0.8461538553237915,,,,,,,4.117347717285156,4.117347717285156,,,,,,,4.117347717285156,,,,,,,,,,,
,-2.5467047691345215,46,,78.3182144165039,46,,0.8461538553237915,0.0,0.0,1.0,0.0,0.0,,,4.019254684448242,0.0,0.0,1.0,0.0,1.0,,4.019254684448242,,,,,,,,,,
-2.5467047691345215,,46,78.3182144165039,,46,0.8461538553237915,,,,,,,4.019254684448242,4.019254684448242,,,,,,,4.019254684448242,,,,,,,,,,,
,-2.546480655670166,47,,78.41415405273438,47,,0.8461538553237915,0.0,1.0,0.0,1.0,0.0,,,3.9082248210906982,0.0,0.0,1.0,1.0,0.0,,3.9082248210906982,,,,,,,,,,
-2.546480655670166,,47,78.41415405273438,,47,0.8461538553237915,,,,,,,3.9082248210906982,3.9082248210906982,,,,,,,3.9082248210906982,,,,,,,,,,,
,-2.546217918395996,48,,78.5491943359375,48,,0.8461538553237915,0.0,0.0,1.0,0.0,0.0,,,3.7837932109832764,0.0,0.0,1.0,0.0,1.0,,3.7837932109832764,,,,,,,,,,
-2.546217918395996,,48,78.5491943359375,,48,0.8461538553237915,,,,,,,3.7837932109832764,3.7837932109832764,,,,,,,3.7837932109832764,,,,,,,,,,,
,-2.545952796936035,49,,78.68648529052734,49,,0.8461538553237915,1.0,0.0,0.0,0.0,1.0,,,3.6732473373413086,1.0,0.0,1.0,0.0,0.0,,3.6732473373413086,,,,,,,,,,
,,49,,,49,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,20.9034423828125,0.0,0.0,1.0,0.0
-2.545952796936035,,49,78.68648529052734,,49,0.8461538553237915,,,,,,,3.6732473373413086,3.6732473373413086,,,,,,,3.6732473373413086,,,,,,,,,,,
,-2.545705556869507,50,,78.8088607788086,50,,0.8461538553237915,1.0,1.0,0.0,1.0,0.0,,,3.5642504692077637,1.0,1.0,1.0,1.0,0.0,,3.5642504692077637,,,,,,,,,,
-2.545705556869507,,50,78.80885314941406,,50,0.8461538553237915,,,,,,,3.5642504692077637,3.5642504692077637,,,,,,,3.5642504692077637,,,,,,,,,,,
,-2.545480728149414,51,,78.91297912597656,51,,0.8461538553237915,0.0,1.0,1.0,0.0,0.0,,,3.4505345821380615,0.0,0.0,1.0,1.0,0.0,,3.4505345821380615,,,,,,,,,,
-2.545480489730835,,51,78.91297912597656,,51,0.8461538553237915,,,,,,,3.4505345821380615,3.4505345821380615,,,,,,,3.4505345821380615,,,,,,,,,,,
,-2.5452799797058105,52,,78.99937438964844,52,,0.8461538553237915,1.0,1.0,0.0,0.0,1.0,,,3.331362724304199,1.0,1.0,1.0,0.0,1.0,,3.331362724304199,,,,,,,,,,
-2.5452799797058105,,52,78.99937438964844,,52,0.8461538553237915,,,,,,,3.331362724304199,3.331362724304199,,,,,,,3.331362724304199,,,,,,,,,,,
,-2.5450973510742188,53,,79.07078552246094,53,,0.8461538553237915,1.0,0.0,1.0,1.0,0.0,,,3.208493232727051,1.0,0.0,1.0,0.0,0.0,,3.208493232727051,,,,,,,,,,
-2.5450973510742188,,53,79.07078552246094,,53,0.8461538553237915,,,,,,,3.208493232727051,3.208493232727051,,,,,,,3.208493232727051,,,,,,,,,,,
,-2.5449295043945312,54,,79.13409423828125,54,,0.8461538553237915,1.0,1.0,1.0,1.0,0.0,,,3.08799147605896,1.0,0.0,1.0,1.0,0.0,,3.08799147605896,,,,,,,,,,
,,54,,,54,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,19.83746337890625,0.0,0.0,1.0,0.0
-2.5449295043945312,,54,79.13408660888672,,54,0.8461538553237915,,,,,,,3.08799147605896,3.08799147605896,,,,,,,3.08799147605896,,,,,,,,,,,
,-2.5447568893432617,55,,79.20625305175781,55,,0.8461538553237915,0.0,0.0,0.0,1.0,0.0,,,2.974172353744507,0.0,0.0,0.0,0.0,1.0,,2.974172353744507,,,,,,,,,,
-2.5447568893432617,,55,79.20625305175781,,55,0.8461538553237915,,,,,,,2.974172353744507,2.974172353744507,,,,,,,2.974172353744507,,,,,,,,,,,
,-2.5445470809936523,56,,79.3088607788086,56,,0.8461538553237915,1.0,1.0,1.0,0.0,0.0,,,2.852088689804077,0.0,1.0,1.0,0.0,0.0,,2.852088689804077,,,,,,,,,,
-2.5445470809936523,,56,79.30885314941406,,56,0.8461538553237915,,,,,,,2.852088689804077,2.852088689804077,,,,,,,2.852088689804077,,,,,,,,,,,
,-2.5443148612976074,57,,79.43495178222656,57,,0.8461538553237915,1.0,0.0,0.0,0.0,1.0,,,2.7263755798339844,0.0,1.0,0.0,0.0,1.0,,2.7263755798339844,,,,,,,,,,
-2.5443148612976074,,57,79.43495178222656,,57,0.8461538553237915,,,,,,,2.7263755798339844,2.7263755798339844,,,,,,,2.7263755798339844,,,,,,,,,,,
,-2.5440845489501953,58,,79.55901336669922,58,,0.8461538553237915,1.0,0.0,1.0,1.0,0.0,,,2.607710838317871,1.0,0.0,0.0,1.0,0.0,,2.607710838317871,,,,,,,,,,
-2.544084310531616,,58,79.55901336669922,,58,0.8461538553237915,,,,,,,2.607710838317871,2.607710838317871,,,,,,,2.607710838317871,,,,,,,,,,,
,-2.5438878536224365,59,,79.66366577148438,59,,0.8461538553237915,0.0,0.0,0.0,1.0,1.0,,,2.4889607429504395,0.0,1.0,0.0,0.0,1.0,,2.4889607429504395,,,,,,,,,,
,,59,,,59,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,19.9300537109375,0.0,0.0,1.0,0.0
-2.5438878536224365,,59,79.66366577148438,,59,0.8461538553237915,,,,,,,2.4889607429504395,2.4889607429504395,,,,,,,2.4889607429504395,,,,,,,,,,,
,-2.5437259674072266,60,,79.74012756347656,60,,0.8461538553237915,1.0,0.0,0.0,1.0,0.0,,,2.362032413482666,0.0,0.0,0.0,1.0,1.0,,2.362032413482666,,,,,,,,,,
-2.5437257289886475,,60,79.74012756347656,,60,0.8461538553237915,,,,,,,2.362032413482666,2.362032413482666,,,,,,,2.362032413482666,,,,,,,,,,,
,-2.543595790863037,61,,79.8004150390625,61,,0.8461538553237915,1.0,0.0,1.0,1.0,0.0,,,2.238938808441162,1.0,0.0,1.0,1.0,0.0,,2.238938808441162,,,,,,,,,,
-2.543595790863037,,61,79.8004150390625,,61,0.8461538553237915,,,,,,,2.238938808441162,2.238938808441162,,,,,,,2.238938808441162,,,,,,,,,,,
,-2.543443202972412,62,,79.88052368164062,62,,0.8461538553237915,1.0,1.0,0.0,0.0,1.0,,,2.1213560104370117,1.0,1.0,0.0,0.0,0.0,,2.1213560104370117,,,,,,,,,,
-2.543443202972412,,62,79.88052368164062,,62,0.8461538553237915,,,,,,,2.1213560104370117,2.1213560104370117,,,,,,,2.1213560104370117,,,,,,,,,,,
,-2.543245315551758,63,,79.99812316894531,63,,0.8461538553237915,0.0,1.0,0.0,1.0,0.0,,,1.9942798614501953,1.0,1.0,0.0,1.0,0.0,,1.9942798614501953,,,,,,,,,,
-2.5432450771331787,,63,79.99812316894531,,63,0.8461538553237915,,,,,,,1.9942798614501953,1.9942798614501953,,,,,,,1.9942798614501953,,,,,,,,,,,
,-2.543064594268799,64,,80.10868072509766,64,,0.8461538553237915,0.0,1.0,0.0,0.0,0.0,,,1.8813152313232422,0.0,1.0,0.0,1.0,0.0,,1.8813152313232422,,,,,,,,,,
,,64,,,64,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,19.0614013671875,0.0,0.0,1.0,0.0
-2.543064594268799,,64,80.10868072509766,,64,0.8461538553237915,,,,,,,1.8813152313232422,1.8813152313232422,,,,,,,1.8813152313232422,,,,,,,,,,,
,-2.5429632663726807,65,,80.16758728027344,65,,0.8461538553237915,1.0,0.0,0.0,1.0,0.0,,,1.7550501823425293,1.0,0.0,0.0,1.0,1.0,,1.7550501823425293,,,,,,,,,,
-2.5429632663726807,,65,80.16758728027344,,65,0.8461538553237915,,,,,,,1.7550501823425293,1.7550501823425293,,,,,,,1.7550501823425293,,,,,,,,,,,
,-2.542850971221924,66,,80.23808288574219,66,,0.7692307829856873,0.0,1.0,0.0,0.0,0.0,,,1.6423712968826294,0.0,1.0,0.0,0.0,1.0,,1.6423712968826294,,,,,,,,,,
-2.542850971221924,,66,80.23808288574219,,66,0.7692307829856873,,,,,,,1.6423712968826294,1.6423712968826294,,,,,,,1.6423712968826294,,,,,,,,,,,
,-2.5426864624023438,67,,80.35543823242188,67,,0.8461538553237915,1.0,1.0,0.0,0.0,1.0,,,1.5213570594787598,1.0,1.0,0.0,0.0,1.0,,1.5213570594787598,,,,,,,,,,
-2.5426864624023438,,67,80.35543823242188,,67,0.8461538553237915,,,,,,,1.5213570594787598,1.5213570594787598,,,,,,,1.5213570594787598,,,,,,,,,,,
