div_epoch,div_step,epoch,mean_l1_norm_epoch,mean_l1_norm_step,step,train_acc_epoch,train_acc_step,train_actual_label_0,train_actual_label_1,train_actual_label_2,train_actual_label_3,train_actual_label_4,train_loss_epoch,train_loss_step_epoch,train_loss_step_step,train_pred_label_0,train_pred_label_1,train_pred_label_2,train_pred_label_3,train_pred_label_4,training_loss_epoch,training_loss_step,val_acc,val_actual_label_0,val_actual_label_1,val_actual_label_2,val_actual_label_3,val_loss,val_pred_label_0,val_pred_label_1,val_pred_label_2,val_pred_label_3
,-2.542576789855957,68,,80.43537902832031,68,,0.8461538553237915,1.0,0.0,0.0,0.0,1.0,,,1.4026795625686646,0.0,0.0,0.0,1.0,1.0,,1.4026795625686646,,,,,,,,,,
-2.542576789855957,,68,80.43537902832031,,68,0.8461538553237915,,,,,,,1.4026795625686646,1.4026795625686646,,,,,,,1.4026795625686646,,,,,,,,,,,
,-2.5425233840942383,69,,80.48954772949219,69,,0.7692307829856873,0.0,1.0,0.0,1.0,0.0,,,1.2892975807189941,0.0,1.0,1.0,1.0,0.0,,1.2892975807189941,,,,,,,,,,
,,69,,,69,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,18.285888671875,0.0,0.0,1.0,0.0
-2.5425233840942383,,69,80.48954772949219,,69,0.7692307829856873,,,,,,,1.2892975807189941,1.2892975807189941,,,,,,,1.2892975807189941,,,,,,,,,,,
,-2.5424036979675293,70,,80.59486389160156,70,,0.7692307829856873,1.0,0.0,0.0,0.0,1.0,,,1.1655185222625732,0.0,0.0,0.0,1.0,1.0,,1.1655185222625732,,,,,,,,,,
-2.5424036979675293,,70,80.59486389160156,,70,0.7692307829856873,,,,,,,1.1655185222625732,1.1655185222625732,,,,,,,1.1655185222625732,,,,,,,,,,,
,-2.5423216819763184,71,,80.68012237548828,71,,0.9230769276618958,0.0,0.0,1.0,1.0,0.0,,,1.047612190246582,0.0,0.0,1.0,1.0,0.0,,1.047612190246582,,,,,,,,,,
-2.5423216819763184,,71,80.68012237548828,,71,0.9230769276618958,,,,,,,1.047612190246582,1.047612190246582,,,,,,,1.047612190246582,,,,,,,,,,,
,-2.5423026084899902,72,,80.72931671142578,72,,0.7692307829856873,0.0,0.0,0.0,1.0,1.0,,,0.9289112687110901,0.0,1.0,0.0,0.0,1.0,,0.9289112687110901,,,,,,,,,,
-2.5423026084899902,,72,80.72931671142578,,72,0.7692307829856873,,,,,,,0.9289112687110901,0.9289112687110901,,,,,,,0.9289112687110901,,,,,,,,,,,
,-2.5422229766845703,73,,80.82710266113281,73,,0.7692307829856873,0.0,1.0,1.0,1.0,0.0,,,0.8017550706863403,1.0,1.0,1.0,1.0,0.0,,0.8017550706863403,,,,,,,,,,
-2.542222738265991,,73,80.82710266113281,,73,0.7692307829856873,,,,,,,0.8017550706863403,0.8017550706863403,,,,,,,0.8017550706863403,,,,,,,,,,,
,-2.542178153991699,74,,80.91044616699219,74,,0.8461538553237915,1.0,1.0,0.0,0.0,0.0,,,0.6796759963035583,1.0,1.0,0.0,0.0,0.0,,0.6796759963035583,,,,,,,,,,
,,74,,,74,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,17.0985107421875,0.0,0.0,1.0,0.0
-2.542178153991699,,74,80.91044616699219,,74,0.8461538553237915,,,,,,,0.6796759963035583,0.6796759963035583,,,,,,,0.6796759963035583,,,,,,,,,,,
,-2.5421998500823975,75,,80.95742797851562,75,,0.7692307829856873,0.0,1.0,0.0,0.0,1.0,,,0.5565181374549866,0.0,1.0,0.0,1.0,1.0,,0.5565181374549866,,,,,,,,,,
-2.5421998500823975,,75,80.95742797851562,,75,0.7692307829856873,,,,,,,0.5565181374549866,0.5565181374549866,,,,,,,0.5565181374549866,,,,,,,,,,,
,-2.542156219482422,76,,81.05288696289062,76,,0.7692307829856873,0.0,0.0,1.0,1.0,1.0,,,0.4270455241203308,1.0,0.0,1.0,1.0,1.0,,0.4270455241203308,,,,,,,,,,
-2.542156219482422,,76,81.05288696289062,,76,0.7692307829856873,,,,,,,0.4270455241203308,0.4270455241203308,,,,,,,0.4270455241203308,,,,,,,,,,,
,-2.5421485900878906,77,,81.13176727294922,77,,0.8461538553237915,1.0,0.0,1.0,0.0,1.0,,,0.3057728409767151,1.0,0.0,1.0,0.0,1.0,,0.3057728409767151,,,,,,,,,,
-2.5421485900878906,,77,81.13176727294922,,77,0.8461538553237915,,,,,,,0.3057728409767151,0.3057728409767151,,,,,,,0.3057728409767151,,,,,,,,,,,
,-2.5421862602233887,78,,81.18862915039062,78,,0.7692307829856873,0.0,0.0,1.0,0.0,0.0,,,0.20968888700008392,0.0,1.0,0.0,0.0,0.0,,0.20968888700008392,,,,,,,,,,
-2.5421862602233887,,78,81.18862915039062,,78,0.7692307829856873,,,,,,,0.20968888700008392,0.20968888700008392,,,,,,,0.20968888700008392,,,,,,,,,,,
,-2.542057514190674,79,,81.34654235839844,79,,0.9230769276618958,0.0,1.0,0.0,1.0,0.0,,,0.17266365885734558,0.0,1.0,0.0,1.0,0.0,,0.17266365885734558,,,,,,,,,,
,,79,,,79,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,16.184755325317383,0.0,0.0,1.0,0.0
-2.542057514190674,,79,81.34654235839844,,79,0.9230769276618958,,,,,,,0.17266365885734558,0.17266365885734558,,,,,,,0.17266365885734558,,,,,,,,,,,
,-2.542233467102051,80,,81.3266830444336,80,,0.9230769276618958,0.0,1.0,1.0,0.0,1.0,,,0.13996091485023499,0.0,1.0,1.0,0.0,1.0,,0.13996091485023499,,,,,,,,,,
-2.542233467102051,,80,81.32667541503906,,80,0.9230769276618958,,,,,,,0.13996091485023499,0.13996091485023499,,,,,,,0.13996091485023499,,,,,,,,,,,
,-2.5420310497283936,81,,81.52742767333984,81,,0.9230769276618958,0.0,0.0,1.0,0.0,0.0,,,0.09253525733947754,0.0,0.0,0.0,0.0,0.0,,0.09253525733947754,,,,,,,,,,
-2.5420308113098145,,81,81.52742767333984,,81,0.9230769276618958,,,,,,,0.09253525733947754,0.09253525733947754,,,,,,,0.09253525733947754,,,,,,,,,,,
,-2.5421078205108643,82,,81.56330871582031,82,,1.0,0.0,0.0,1.0,0.0,1.0,,,0.023496251553297043,0.0,0.0,1.0,0.0,1.0,,0.023496251553297043,,,,,,,,,,
-2.5421078205108643,,82,81.56330871582031,,82,1.0,,,,,,,0.023496251553297043,0.023496251553297043,,,,,,,0.023496251553297043,,,,,,,,,,,
,-2.5422329902648926,83,,81.56829833984375,83,,1.0,0.0,0.0,0.0,1.0,1.0,,,0.029588334262371063,0.0,0.0,0.0,1.0,1.0,,0.029588334262371063,,,,,,,,,,
-2.5422329902648926,,83,81.56830596923828,,83,1.0,,,,,,,0.029588334262371063,0.029588334262371063,,,,,,,0.029588334262371063,,,,,,,,,,,
,-2.5422401428222656,84,,81.63865661621094,84,,1.0,0.0,0.0,0.0,1.0,0.0,,,0.017184000462293625,0.0,0.0,0.0,1.0,0.0,,0.017184000462293625,,,,,,,,,,
,,84,,,84,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,16.65869140625,0.0,0.0,1.0,0.0
-2.5422401428222656,,84,81.63865661621094,,84,1.0,,,,,,,0.017184000462293625,0.017184000462293625,,,,,,,0.017184000462293625,,,,,,,,,,,
,-2.5421762466430664,85,,81.74232482910156,85,,1.0,1.0,1.0,1.0,1.0,0.0,,,0.004581361077725887,1.0,1.0,1.0,1.0,0.0,,0.004581361077725887,,,,,,,,,,
-2.5421762466430664,,85,81.74232482910156,,85,1.0,,,,,,,0.004581361077725887,0.004581361077725887,,,,,,,0.004581361077725887,,,,,,,,,,,
,-2.5421156883239746,86,,81.83955383300781,86,,1.0,1.0,1.0,1.0,0.0,0.0,,,0.004812344908714294,1.0,1.0,1.0,0.0,0.0,,0.004812344908714294,,,,,,,,,,
-2.5421156883239746,,86,81.83955383300781,,86,1.0,,,,,,,0.004812344908714294,0.004812344908714294,,,,,,,0.004812344908714294,,,,,,,,,,,
,-2.5420825481414795,87,,81.91670989990234,87,,1.0,1.0,0.0,1.0,1.0,0.0,,,0.007142834831029177,1.0,0.0,1.0,1.0,0.0,,0.007142834831029177,,,,,,,,,,
-2.5420825481414795,,87,81.91670989990234,,87,1.0,,,,,,,0.007142834831029177,0.007142834831029177,,,,,,,0.007142834831029177,,,,,,,,,,,
,-2.54209041595459,88,,81.96696472167969,88,,1.0,0.0,1.0,0.0,1.0,0.0,,,0.005562143865972757,0.0,1.0,0.0,1.0,0.0,,0.005562143865972757,,,,,,,,,,
-2.54209041595459,,88,81.96696472167969,,88,1.0,,,,,,,0.005562143865972757,0.005562143865972757,,,,,,,0.005562143865972757,,,,,,,,,,,
,-2.5421295166015625,89,,81.996826171875,89,,1.0,1.0,1.0,1.0,1.0,0.0,,,0.0026070375461131334,1.0,1.0,1.0,1.0,0.0,,0.0026070375461131334,,,,,,,,,,
,,89,,,89,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,17.02001953125,0.0,0.0,1.0,0.0
-2.5421295166015625,,89,81.996826171875,,89,1.0,,,,,,,0.0026070375461131334,0.0026070375461131334,,,,,,,0.0026070375461131334,,,,,,,,,,,
,-2.5421769618988037,90,,82.0167007446289,90,,1.0,0.0,1.0,1.0,1.0,1.0,,,0.001091599348001182,0.0,1.0,1.0,1.0,1.0,,0.001091599348001182,,,,,,,,,,
-2.5421769618988037,,90,82.01670837402344,,90,1.0,,,,,,,0.001091599348001182,0.001091599348001182,,,,,,,0.001091599348001182,,,,,,,,,,,
,-2.542224168777466,91,,82.03227233886719,91,,1.0,0.0,1.0,1.0,1.0,1.0,,,0.0005724391085095704,0.0,1.0,1.0,1.0,1.0,,0.0005724391085095704,,,,,,,,,,
-2.542224407196045,,91,82.03227233886719,,91,1.0,,,,,,,0.0005724391085095704,0.0005724391085095704,,,,,,,0.0005724391085095704,,,,,,,,,,,
,-2.542271614074707,92,,82.04591369628906,92,,1.0,1.0,1.0,1.0,0.0,1.0,,,0.00045103731099516153,1.0,1.0,1.0,0.0,1.0,,0.00045103731099516153,,,,,,,,,,
-2.542271614074707,,92,82.04591369628906,,92,1.0,,,,,,,0.00045103731099516153,0.00045103731099516153,,,,,,,0.00045103731099516153,,,,,,,,,,,
,-2.54231858253479,93,,82.05870056152344,93,,1.0,0.0,1.0,0.0,0.0,0.0,,,0.00047689161146990955,0.0,1.0,0.0,0.0,0.0,,0.00047689161146990955,,,,,,,,,,
-2.54231858253479,,93,82.05870056152344,,93,1.0,,,,,,,0.00047689161146990955,0.00047689161146990955,,,,,,,0.00047689161146990955,,,,,,,,,,,
,-2.542354106903076,94,,82.07125854492188,94,,1.0,0.0,1.0,1.0,0.0,0.0,,,0.000554158934392035,0.0,1.0,1.0,0.0,0.0,,0.000554158934392035,,,,,,,,,,
,,94,,,94,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,16.31561279296875,0.0,0.0,1.0,0.0
-2.542354106903076,,94,82.07125854492188,,94,1.0,,,,,,,0.000554158934392035,0.000554158934392035,,,,,,,0.000554158934392035,,,,,,,,,,,
,-2.542387008666992,95,,82.08401489257812,95,,1.0,0.0,1.0,1.0,1.0,0.0,,,0.0006362666026689112,0.0,1.0,1.0,1.0,0.0,,0.0006362666026689112,,,,,,,,,,
-2.5423872470855713,,95,82.08401489257812,,95,1.0,,,,,,,0.0006362666026689112,0.0006362666026689112,,,,,,,0.0006362666026689112,,,,,,,,,,,
,-2.542412757873535,96,,82.09730529785156,96,,1.0,1.0,0.0,0.0,1.0,0.0,,,0.0006945591885596514,1.0,0.0,0.0,1.0,0.0,,0.0006945591885596514,,,,,,,,,,
-2.542412757873535,,96,82.09730529785156,,96,1.0,,,,,,,0.0006945591885596514,0.0006945591885596514,,,,,,,0.0006945591885596514,,,,,,,,,,,
,-2.5424318313598633,97,,82.11128997802734,97,,1.0,0.0,1.0,0.0,1.0,0.0,,,0.0007122037932276726,0.0,1.0,0.0,1.0,0.0,,0.0007122037932276726,,,,,,,,,,
-2.5424318313598633,,97,82.11128997802734,,97,1.0,,,,,,,0.0007122037932276726,0.0007122037932276726,,,,,,,0.0007122037932276726,,,,,,,,,,,
,-2.5424487590789795,98,,82.12598419189453,98,,1.0,0.0,0.0,0.0,0.0,1.0,,,0.000686248647980392,0.0,0.0,0.0,0.0,1.0,,0.000686248647980392,,,,,,,,,,
-2.5424487590789795,,98,82.12598419189453,,98,1.0,,,,,,,0.000686248647980392,0.000686248647980392,,,,,,,0.000686248647980392,,,,,,,,,,,
,-2.5424582958221436,99,,82.1412582397461,99,,1.0,1.0,0.0,0.0,1.0,1.0,,,0.000624883861746639,1.0,0.0,0.0,1.0,1.0,,0.000624883861746639,,,,,,,,,,
,,99,,,99,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,1.0,1.0,16.170166015625,0.0,0.0,1.0,0.0
-2.5424580574035645,,99,82.14125061035156,,99,1.0,,,,,,,0.000624883861746639,0.000624883861746639,,,,,,,0.000624883861746639,,,,,,,,,,,
