div_epoch,div_step,epoch,mean_l1_norm_epoch,mean_l1_norm_step,step,train_acc_epoch,train_acc_step,train_actual_label_0,train_actual_label_1,train_actual_label_2,train_actual_label_3,train_actual_label_4,train_loss_epoch,train_loss_step_epoch,train_loss_step_step,train_pred_label_0,train_pred_label_1,train_pred_label_2,train_pred_label_3,train_pred_label_4,training_loss_epoch,training_loss_step,val_acc,val_actual_label_0,val_actual_label_1,val_actual_label_2,val_actual_label_3,val_actual_label_4,val_loss,val_pred_label_0,val_pred_label_1,val_pred_label_2,val_pred_label_3,val_pred_label_4
,-9.791324615478516,56,,104.61597442626953,56,,0.707317054271698,0.0,1.0,0.0,1.0,1.0,,,11.10057544708252,0.0,1.0,1.0,0.0,0.0,,11.10057544708252,,,,,,,,,,,,
-9.791324615478516,,56,104.61597442626953,,56,0.707317054271698,,,,,,,11.10057544708252,11.10057544708252,,,,,,,11.10057544708252,,,,,,,,,,,,,
,-9.790594100952148,57,,104.7192611694336,57,,0.707317054271698,1.0,0.0,0.0,1.0,1.0,,,10.962711334228516,0.0,0.0,1.0,1.0,1.0,,10.962711334228516,,,,,,,,,,,,
-9.790594100952148,,57,104.7192611694336,,57,0.707317054271698,,,,,,,10.962711334228516,10.962711334228516,,,,,,,10.962711334228516,,,,,,,,,,,,,
,-9.789827346801758,58,,104.73761749267578,58,,0.707317054271698,1.0,1.0,1.0,0.0,1.0,,,10.798402786254883,1.0,0.0,1.0,1.0,0.0,,10.798402786254883,,,,,,,,,,,,
-9.789827346801758,,58,104.73761749267578,,58,0.707317054271698,,,,,,,10.798402786254883,10.798402786254883,,,,,,,10.798402786254883,,,,,,,,,,,,,
,-9.789054870605469,59,,104.72975158691406,59,,0.7560975551605225,0.0,0.0,1.0,0.0,0.0,,,10.657391548156738,0.0,0.0,1.0,0.0,0.0,,10.657391548156738,,,,,,,,,,,,
,,59,,,59,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,0.0,0.0,0.0,8.710244178771973,0.0,1.0,0.0,0.0,0.0
-9.789054870605469,,59,104.72975158691406,,59,0.7560975551605225,,,,,,,10.657391548156738,10.657391548156738,,,,,,,10.657391548156738,,,,,,,,,,,,,
,-9.788338661193848,60,,104.79838562011719,60,,0.7317073345184326,1.0,1.0,0.0,0.0,1.0,,,10.494558334350586,0.0,1.0,0.0,0.0,1.0,,10.494558334350586,,,,,,,,,,,,
-9.788338661193848,,60,104.79838562011719,,60,0.7317073345184326,,,,,,,10.494558334350586,10.494558334350586,,,,,,,10.494558334350586,,,,,,,,,,,,,
,-9.78764533996582,61,,104.89414978027344,61,,0.6829268336296082,0.0,0.0,0.0,0.0,0.0,,,10.358654022216797,0.0,1.0,0.0,0.0,0.0,,10.358654022216797,,,,,,,,,,,,
-9.78764533996582,,61,104.89414978027344,,61,0.6829268336296082,,,,,,,10.358654022216797,10.358654022216797,,,,,,,10.358654022216797,,,,,,,,,,,,,
,-9.78689193725586,62,,104.87713623046875,62,,0.7317073345184326,0.0,1.0,0.0,1.0,1.0,,,10.191530227661133,0.0,1.0,1.0,0.0,1.0,,10.191530227661133,,,,,,,,,,,,
-9.78689193725586,,62,104.87712860107422,,62,0.7317073345184326,,,,,,,10.191530227661133,10.191530227661133,,,,,,,10.191530227661133,,,,,,,,,,,,,
,-9.786161422729492,63,,104.88866424560547,63,,0.7560975551605225,1.0,1.0,0.0,1.0,1.0,,,10.048752784729004,1.0,1.0,0.0,1.0,0.0,,10.048752784729004,,,,,,,,,,,,
-9.786161422729492,,63,104.88865661621094,,63,0.7560975551605225,,,,,,,10.048752784729004,10.048752784729004,,,,,,,10.048752784729004,,,,,,,,,,,,,
,-9.78548812866211,64,,104.96790313720703,64,,0.707317054271698,1.0,0.0,0.0,1.0,0.0,,,9.892144203186035,0.0,1.0,0.0,0.0,0.0,,9.892144203186035,,,,,,,,,,,,
,,64,,,64,,,,,,,,,,,,,,,,,,0.8333333134651184,0.0,0.0,0.0,0.0,0.0,8.251524925231934,0.0,0.0,0.0,0.0,0.0
-9.78548812866211,,64,104.96790313720703,,64,0.707317054271698,,,,,,,9.892144203186035,9.892144203186035,,,,,,,9.892144203186035,,,,,,,,,,,,,
,-9.784788131713867,65,,104.99807739257812,65,,0.707317054271698,0.0,1.0,0.0,1.0,1.0,,,9.741889953613281,0.0,0.0,0.0,1.0,0.0,,9.741889953613281,,,,,,,,,,,,
-9.784788131713867,,65,104.99808502197266,,65,0.707317054271698,,,,,,,9.741889953613281,9.741889953613281,,,,,,,9.741889953613281,,,,,,,,,,,,,
,-9.784055709838867,66,,104.9771728515625,66,,0.7560975551605225,0.0,1.0,0.0,0.0,0.0,,,9.592758178710938,1.0,1.0,0.0,0.0,0.0,,9.592758178710938,,,,,,,,,,,,
-9.784055709838867,,66,104.9771728515625,,66,0.7560975551605225,,,,,,,9.592758178710938,9.592758178710938,,,,,,,9.592758178710938,,,,,,,,,,,,,
