div_epoch,div_step,epoch,mean_l1_norm_epoch,mean_l1_norm_step,step,train_acc_epoch,train_acc_step,train_actual_label_0,train_actual_label_1,train_actual_label_2,train_actual_label_3,train_actual_label_4,train_loss_epoch,train_loss_step_epoch,train_loss_step_step,train_pred_label_0,train_pred_label_1,train_pred_label_2,train_pred_label_3,train_pred_label_4,training_loss_epoch,training_loss_step,val_acc,val_actual_label_0,val_actual_label_1,val_actual_label_2,val_actual_label_3,val_actual_label_4,val_loss,val_pred_label_0,val_pred_label_1,val_pred_label_2,val_pred_label_3,val_pred_label_4
,-9.783370971679688,67,,105.0192642211914,67,,0.7317073345184326,1.0,0.0,1.0,1.0,0.0,,,9.435759544372559,0.0,0.0,1.0,1.0,0.0,,9.435759544372559,,,,,,,,,,,,
-9.783370971679688,,67,105.01927185058594,,67,0.7317073345184326,,,,,,,9.435759544372559,9.435759544372559,,,,,,,9.435759544372559,,,,,,,,,,,,,
,-9.782709121704102,68,,105.08289337158203,68,,0.7317073345184326,1.0,0.0,0.0,0.0,0.0,,,9.289407730102539,0.0,1.0,0.0,1.0,0.0,,9.289407730102539,,,,,,,,,,,,
-9.782709121704102,,68,105.0828857421875,,68,0.7317073345184326,,,,,,,9.289407730102539,9.289407730102539,,,,,,,9.289407730102539,,,,,,,,,,,,,
,-9.782003402709961,69,,105.0702133178711,69,,0.7317073345184326,1.0,0.0,1.0,0.0,1.0,,,9.128863334655762,1.0,0.0,1.0,0.0,0.0,,9.128863334655762,,,,,,,,,,,,
,,69,,,69,,,,,,,,,,,,,,,,,,0.8333333134651184,0.0,0.0,0.0,0.0,0.0,8.332413673400879,0.0,0.0,0.0,0.0,0.0
-9.782003402709961,,69,105.07022094726562,,69,0.7317073345184326,,,,,,,9.128863334655762,9.128863334655762,,,,,,,9.128863334655762,,,,,,,,,,,,,
,-9.781312942504883,70,,105.0708236694336,70,,0.7317073345184326,0.0,0.0,1.0,1.0,1.0,,,8.978706359863281,0.0,0.0,1.0,1.0,1.0,,8.978706359863281,,,,,,,,,,,,
-9.781312942504883,,70,105.0708236694336,,70,0.7317073345184326,,,,,,,8.978706359863281,8.978706359863281,,,,,,,8.978706359863281,,,,,,,,,,,,,
,-9.780664443969727,71,,105.12240600585938,71,,0.7317073345184326,1.0,0.0,0.0,1.0,0.0,,,8.81971263885498,0.0,0.0,0.0,0.0,0.0,,8.81971263885498,,,,,,,,,,,,
-9.780664443969727,,71,105.12240600585938,,71,0.7317073345184326,,,,,,,8.81971263885498,8.81971263885498,,,,,,,8.81971263885498,,,,,,,,,,,,,
,-9.78000259399414,72,,105.14810180664062,72,,0.7560975551605225,0.0,1.0,0.0,1.0,1.0,,,8.665410995483398,0.0,1.0,0.0,0.0,1.0,,8.665410995483398,,,,,,,,,,,,
-9.78000259399414,,72,105.14810180664062,,72,0.7560975551605225,,,,,,,8.665410995483398,8.665410995483398,,,,,,,8.665410995483398,,,,,,,,,,,,,
,-9.779322624206543,73,,105.13124084472656,73,,0.7317073345184326,0.0,1.0,1.0,0.0,0.0,,,8.506670951843262,0.0,1.0,1.0,1.0,0.0,,8.506670951843262,,,,,,,,,,,,
-9.779322624206543,,73,105.13124084472656,,73,0.7317073345184326,,,,,,,8.506670951843262,8.506670951843262,,,,,,,8.506670951843262,,,,,,,,,,,,,
,-9.778667449951172,74,,105.14925384521484,74,,0.7317073345184326,0.0,0.0,1.0,1.0,0.0,,,8.347846984863281,0.0,1.0,1.0,0.0,0.0,,8.347846984863281,,,,,,,,,,,,
,,74,,,74,,,,,,,,,,,,,,,,,,0.8333333134651184,0.0,0.0,0.0,0.0,0.0,8.117342948913574,0.0,0.0,0.0,0.0,0.0
-9.778667449951172,,74,105.14926147460938,,74,0.7317073345184326,,,,,,,8.347846984863281,8.347846984863281,,,,,,,8.347846984863281,,,,,,,,,,,,,
,-9.778043746948242,75,,105.19623565673828,75,,0.7560975551605225,1.0,0.0,0.0,0.0,0.0,,,8.188861846923828,0.0,0.0,0.0,1.0,0.0,,8.188861846923828,,,,,,,,,,,,
-9.778043746948242,,75,105.19624328613281,,75,0.7560975551605225,,,,,,,8.188861846923828,8.188861846923828,,,,,,,8.188861846923828,,,,,,,,,,,,,
,-9.777400970458984,76,,105.2063980102539,76,,0.7560975551605225,1.0,0.0,1.0,1.0,0.0,,,8.026141166687012,0.0,1.0,0.0,1.0,0.0,,8.026141166687012,,,,,,,,,,,,
-9.777400970458984,,76,105.2063980102539,,76,0.7560975551605225,,,,,,,8.026141166687012,8.026141166687012,,,,,,,8.026141166687012,,,,,,,,,,,,,
,-9.776758193969727,77,,105.2004165649414,77,,0.7317073345184326,1.0,0.0,1.0,0.0,0.0,,,7.866079807281494,1.0,0.0,0.0,0.0,1.0,,7.866079807281494,,,,,,,,,,,,
-9.776758193969727,,77,105.20042419433594,,77,0.7317073345184326,,,,,,,7.866079807281494,7.866079807281494,,,,,,,7.866079807281494,,,,,,,,,,,,,
,-9.776152610778809,78,,105.2403564453125,78,,0.7560975551605225,1.0,0.0,0.0,1.0,0.0,,,7.70048189163208,1.0,0.0,0.0,1.0,0.0,,7.70048189163208,,,,,,,,,,,,
-9.776152610778809,,78,105.2403564453125,,78,0.7560975551605225,,,,,,,7.70048189163208,7.70048189163208,,,,,,,7.70048189163208,,,,,,,,,,,,,
,-9.775558471679688,79,,105.27713012695312,79,,0.7560975551605225,0.0,1.0,1.0,1.0,1.0,,,7.53841495513916,1.0,0.0,1.0,1.0,0.0,,7.53841495513916,,,,,,,,,,,,
,,79,,,79,,,,,,,,,,,,,,,,,,0.8333333134651184,0.0,0.0,0.0,0.0,0.0,8.191877365112305,0.0,0.0,0.0,0.0,0.0
-9.775558471679688,,79,105.27713012695312,,79,0.7560975551605225,,,,,,,7.53841495513916,7.53841495513916,,,,,,,7.53841495513916,,,,,,,,,,,,,
,-9.774944305419922,80,,105.27352905273438,80,,0.7560975551605225,0.0,1.0,1.0,0.0,0.0,,,7.372753620147705,0.0,0.0,1.0,0.0,0.0,,7.372753620147705,,,,,,,,,,,,
-9.774944305419922,,80,105.27352905273438,,80,0.7560975551605225,,,,,,,7.372753620147705,7.372753620147705,,,,,,,7.372753620147705,,,,,,,,,,,,,
,-9.774360656738281,81,,105.29627227783203,81,,0.7560975551605225,0.0,0.0,0.0,0.0,1.0,,,7.20991849899292,0.0,0.0,0.0,0.0,0.0,,7.20991849899292,,,,,,,,,,,,
-9.774360656738281,,81,105.2962646484375,,81,0.7560975551605225,,,,,,,7.20991849899292,7.20991849899292,,,,,,,7.20991849899292,,,,,,,,,,,,,
,-9.773807525634766,82,,105.35315704345703,82,,0.7317073345184326,0.0,0.0,0.0,0.0,1.0,,,7.052106857299805,1.0,0.0,0.0,0.0,1.0,,7.052106857299805,,,,,,,,,,,,
-9.773807525634766,,82,105.35315704345703,,82,0.7317073345184326,,,,,,,7.052106857299805,7.052106857299805,,,,,,,7.052106857299805,,,,,,,,,,,,,
,-9.773235321044922,83,,105.36387634277344,83,,0.7560975551605225,0.0,0.0,0.0,1.0,1.0,,,6.8986382484436035,0.0,0.0,1.0,1.0,1.0,,6.8986382484436035,,,,,,,,,,,,
-9.773235321044922,,83,105.36387634277344,,83,0.7560975551605225,,,,,,,6.8986382484436035,6.8986382484436035,,,,,,,6.8986382484436035,,,,,,,,,,,,,
,-9.772692680358887,84,,105.40074157714844,84,,0.7560975551605225,0.0,0.0,1.0,0.0,1.0,,,6.753087520599365,0.0,1.0,1.0,0.0,1.0,,6.753087520599365,,,,,,,,,,,,
,,84,,,84,,,,,,,,,,,,,,,,,,0.8333333134651184,0.0,0.0,0.0,0.0,0.0,7.894893646240234,0.0,0.0,0.0,0.0,0.0
-9.772692680358887,,84,105.4007339477539,,84,0.7560975551605225,,,,,,,6.753087520599365,6.753087520599365,,,,,,,6.753087520599365,,,,,,,,,,,,,
,-9.772164344787598,85,,105.44824981689453,85,,0.7560975551605225,0.0,0.0,0.0,1.0,1.0,,,6.613104820251465,0.0,0.0,0.0,1.0,1.0,,6.613104820251465,,,,,,,,,,,,
-9.772164344787598,,85,105.44825744628906,,85,0.7560975551605225,,,,,,,6.613104820251465,6.613104820251465,,,,,,,6.613104820251465,,,,,,,,,,,,,
,-9.771622657775879,86,,105.4675521850586,86,,0.7560975551605225,0.0,1.0,1.0,0.0,0.0,,,6.472995758056641,0.0,1.0,1.0,0.0,1.0,,6.472995758056641,,,,,,,,,,,,
-9.771622657775879,,86,105.46754455566406,,86,0.7560975551605225,,,,,,,6.472995758056641,6.472995758056641,,,,,,,6.472995758056641,,,,,,,,,,,,,
,-9.771079063415527,87,,105.48011779785156,87,,0.7560975551605225,0.0,0.0,1.0,1.0,0.0,,,6.334776401519775,1.0,0.0,1.0,1.0,1.0,,6.334776401519775,,,,,,,,,,,,
-9.771079063415527,,87,105.4801254272461,,87,0.7560975551605225,,,,,,,6.334776401519775,6.334776401519775,,,,,,,6.334776401519775,,,,,,,,,,,,,
,-9.77056884765625,88,,105.51815795898438,88,,0.7560975551605225,0.0,1.0,1.0,1.0,0.0,,,6.194938659667969,1.0,1.0,1.0,1.0,0.0,,6.194938659667969,,,,,,,,,,,,
-9.77056884765625,,88,105.51815795898438,,88,0.7560975551605225,,,,,,,6.194938659667969,6.194938659667969,,,,,,,6.194938659667969,,,,,,,,,,,,,
,-9.770059585571289,89,,105.55611419677734,89,,0.7560975551605225,0.0,0.0,0.0,0.0,0.0,,,6.056095600128174,1.0,1.0,0.0,0.0,0.0,,6.056095600128174,,,,,,,,,,,,
,,89,,,89,,,,,,,,,,,,,,,,,,0.8333333134651184,0.0,0.0,0.0,0.0,0.0,7.790626525878906,0.0,0.0,0.0,0.0,0.0
-9.770059585571289,,89,105.55611419677734,,89,0.7560975551605225,,,,,,,6.056095600128174,6.056095600128174,,,,,,,6.056095600128174,,,,,,,,,,,,,
,-9.769542694091797,90,,105.5730209350586,90,,0.7560975551605225,1.0,1.0,0.0,1.0,0.0,,,5.915818214416504,0.0,1.0,1.0,0.0,0.0,,5.915818214416504,,,,,,,,,,,,
-9.769542694091797,,90,105.57301330566406,,90,0.7560975551605225,,,,,,,5.915818214416504,5.915818214416504,,,,,,,5.915818214416504,,,,,,,,,,,,,
,-9.769037246704102,91,,105.59974670410156,91,,0.7560975551605225,1.0,1.0,0.0,0.0,0.0,,,5.776466369628906,0.0,0.0,0.0,0.0,1.0,,5.776466369628906,,,,,,,,,,,,
-9.769037246704102,,91,105.5997543334961,,91,0.7560975551605225,,,,,,,5.776466369628906,5.776466369628906,,,,,,,5.776466369628906,,,,,,,,,,,,,
,-9.76855754852295,92,,105.64799499511719,92,,0.7560975551605225,0.0,0.0,0.0,0.0,0.0,,,5.636695861816406,0.0,0.0,0.0,0.0,0.0,,5.636695861816406,,,,,,,,,,,,
-9.76855754852295,,92,105.64799499511719,,92,0.7560975551605225,,,,,,,5.636695861816406,5.636695861816406,,,,,,,5.636695861816406,,,,,,,,,,,,,
,-9.768065452575684,93,,105.67434692382812,93,,0.7560975551605225,0.0,0.0,1.0,1.0,1.0,,,5.4971489906311035,0.0,0.0,0.0,0.0,1.0,,5.4971489906311035,,,,,,,,,,,,
-9.768065452575684,,93,105.67435455322266,,93,0.7560975551605225,,,,,,,5.4971489906311035,5.4971489906311035,,,,,,,5.4971489906311035,,,,,,,,,,,,,
,-9.767580032348633,94,,105.69534301757812,94,,0.7804877758026123,0.0,0.0,0.0,1.0,0.0,,,5.359716415405273,0.0,0.0,0.0,1.0,0.0,,5.359716415405273,,,,,,,,,,,,
,,94,,,94,,,,,,,,,,,,,,,,,,0.8333333134651184,0.0,0.0,0.0,0.0,0.0,7.5585761070251465,0.0,0.0,0.0,0.0,0.0
-9.767580032348633,,94,105.69535064697266,,94,0.7804877758026123,,,,,,,5.359716415405273,5.359716415405273,,,,,,,5.359716415405273,,,,,,,,,,,,,
,-9.767122268676758,95,,105.74527740478516,95,,0.7560975551605225,0.0,0.0,1.0,1.0,0.0,,,5.225069046020508,0.0,1.0,0.0,0.0,0.0,,5.225069046020508,,,,,,,,,,,,
-9.767122268676758,,95,105.74526977539062,,95,0.7560975551605225,,,,,,,5.225069046020508,5.225069046020508,,,,,,,5.225069046020508,,,,,,,,,,,,,
,-9.766637802124023,96,,105.73767852783203,96,,0.8048780560493469,0.0,1.0,1.0,0.0,0.0,,,5.095966815948486,1.0,1.0,0.0,0.0,0.0,,5.095966815948486,,,,,,,,,,,,
-9.766637802124023,,96,105.7376708984375,,96,0.8048780560493469,,,,,,,5.095966815948486,5.095966815948486,,,,,,,5.095966815948486,,,,,,,,,,,,,
,-9.766233444213867,97,,105.83268737792969,97,,0.7317073345184326,1.0,1.0,1.0,1.0,1.0,,,4.987446308135986,1.0,1.0,1.0,1.0,0.0,,4.987446308135986,,,,,,,,,,,,
-9.766233444213867,,97,105.83268737792969,,97,0.7317073345184326,,,,,,,4.987446308135986,4.987446308135986,,,,,,,4.987446308135986,,,,,,,,,,,,,
,-9.76569652557373,98,,105.70166015625,98,,0.7560975551605225,0.0,0.0,0.0,0.0,1.0,,,4.97334623336792,0.0,0.0,0.0,0.0,1.0,,4.97334623336792,,,,,,,,,,,,
-9.76569652557373,,98,105.70166015625,,98,0.7560975551605225,,,,,,,4.97334623336792,4.97334623336792,,,,,,,4.97334623336792,,,,,,,,,,,,,
,-9.765449523925781,99,,105.96851348876953,99,,0.7317073345184326,0.0,1.0,0.0,0.0,1.0,,,4.90573787689209,0.0,0.0,0.0,0.0,1.0,,4.90573787689209,,,,,,,,,,,,
,,99,,,99,,,,,,,,,,,,,,,,,,0.8333333134651184,0.0,0.0,0.0,0.0,0.0,7.7823967933654785,0.0,0.0,0.0,0.0,0.0
-9.765449523925781,,99,105.96851348876953,,99,0.7317073345184326,,,,,,,4.90573787689209,4.90573787689209,,,,,,,4.90573787689209,,,,,,,,,,,,,
